Semester,Class,Class Number,Section Number,Title,Author(s),Gender,Number Students
Fall 2014,Research Seminar:  Paradise Lost and the Ancient Epic,English 190,5,Paradise Lost,['John Milton'],male,6
Fall 2014,Research Seminar:  Paradise Lost and the Ancient Epic,English 190,5,Aeneid,Could not find author,,6
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,Between the Acts,['Virginia Woolf'],male,18
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,A Room of One's Own,['Virginia Woolf'],male,18
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,Jacob's Room,['Virgina Woolf'],Could not find author,18
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,Moments of Being,['Virginia Woolf'],male,18
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,Mrs. Dalloway,['Virginia Woolf'],male,18
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,Orlando,"['Virginia Woolf', 'Michael H. Whitworth']",Multiple Authors,18
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,The Waves,['Virginia Woolf'],male,18
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,The Years,['Virginia Woolf'],male,18
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,Three Guineas,['Virginia Woolf'],male,18
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,To the Lighthouse,['Virginia Woolf'],male,18
Fall 2014,Research Seminar:  Virginia Woolf,English 190,7,Virginia Woolf,['Michael H. Whitworth'],male,18
Fall 2014,Research Seminar:  Dialect Literature,English 190,8,The Conjure Woman,"['Charles Waddell Chesnutt', 'Richard H. Brodhead']",Multiple Authors,5
Fall 2014,Research Seminar:  Dialect Literature,English 190,8,Their Eyes Were Watching God,['Zora Neale Hurston'],female,5
Fall 2014,Research Seminar:  Dialect Literature,English 190,8,Beasts of No Nation,['Uzodinma Iweala'],male,5
Fall 2014,Research Seminar:  Dialect Literature,English 190,8,The Book of Night Women,['Marlon James'],male,5
Fall 2014,Research Seminar:  Dialect Literature,English 190,8,Sozaboy,['Ken Saro-Wiwa'],male,5
Fall 2014,Research Seminar:  Contemporary British Culture and Literature,English 190,9,Cloud Nine,['Luanne Rice'],female,24
Fall 2014,Research Seminar:  Contemporary British Culture and Literature,English 190,9,The Emperor's Babe,['Bernardine Evaristo'],female,24
Fall 2014,Research Seminar:  Contemporary British Culture and Literature,English 190,9,Harry Potter and the Prisoner of Azkaban,['J. K. Rowling'],female,24
Fall 2014,Research Seminar:  Contemporary British Culture and Literature,English 190,9,The Satanic Verses,['Salman Rushdie'],male,24
Fall 2014,Research Seminar:  Contemporary British Culture and Literature,English 190,9,Trainspotting,['Irvine Welsh'],male,24
Fall 2014,Research Seminar:  The Romantic Novel,English 190,10,Mansfield Park,['Jane Austen'],female,16
Fall 2014,Research Seminar:  The Romantic Novel,English 190,10,Persuasion,['Jane Austen'],female,16
Fall 2014,Research Seminar:  The Romantic Novel,English 190,10,Caleb Williams,['William Godwin'],male,16
Fall 2014,Research Seminar:  The Romantic Novel,English 190,10,Private Memoirs and Confessions of a Justified Sinner,Could not find author,,16
Fall 2014,Research Seminar:  The Romantic Novel,English 190,10,Redgauntlet,['Walter Scott'],male,16
Fall 2014,Research Seminar:  The Romantic Novel,English 190,10,Waverley,['Walter Scott'],male,16
Fall 2014,Research Seminar:  The Romantic Novel,English 190,10,Frankenstein,['Mary Wollstonecraft Shelley'],female,16
Fall 2014,Research Seminar:  Manifesto Modernism,English 190,11,Let Us Now Praise Famous Men,"['James Agee', 'Walker Evans']",Multiple Authors,7
Fall 2014,Research Seminar:  Manifesto Modernism,English 190,11,The Communist Manifesto,"['Karl Marx', 'Friedrich Engels']",Multiple Authors,7
Fall 2014,Research Seminar:  Manifesto Modernism,English 190,11,Banjo,['Wayne Erbsen'],unknown,7
Fall 2014,Research Seminar:  Manifesto Modernism,English 190,11,Spring and All,['William Carlos Williams'],male,7
Fall 2014,Research Seminar:  The Rejection of Closure: Slow Readings,English 190,12,The Sight of Death:  An Experiment in Art Writing,['Timothy J. Clark'],male,4
Fall 2014,Research Seminar:  The Rejection of Closure: Slow Readings,English 190,12,How to Read a Poem,['Edward Hirsch'],male,4
Fall 2014,Research Seminar:  20th-Century California Literature and Film,English 190,14,The Big Sleep,['Raymond Chandler'],male,14
Fall 2014,Research Seminar:  20th-Century California Literature and Film,English 190,14,Do Androids Dream of Electric Sheep?,['Philip Dick'],male,14
Fall 2014,Research Seminar:  20th-Century California Literature and Film,English 190,14,Slouching Towards Bethlehem,['Joan Didion'],female,14
Fall 2014,Research Seminar:  20th-Century California Literature and Film,English 190,14,The Angle of Repose,['Wallace Earle Stegner'],male,14
Fall 2014,Research Seminar:  20th-Century California Literature and Film,English 190,14,Miss Lonelyhearts and The Day of the Locust,['Nathanael West'],male,14
Fall 2014,Research Seminar:  Film Noir,English 190,15,Women in Film Noir,['Helen Hanson'],female,13
Fall 2014,Research Seminar:  Film Noir,English 190,15,In a Lonely Street,['Frank Krutnik'],male,13
Fall 2014,Research Seminar:  Film Noir,English 190,15,Mean Streets and Raging Bull,['Richard Martin'],male,13
Fall 2014,Research Seminar:  Film Noir,English 190,15,Nightmare Alley,['William Lindsay Gresham'],male,13
Fall 2014,Research Seminar:  Film Noir,English 190,15,Voices in the Dark,['J. P. Telotte'],unknown,13
Fall 2014,Honors Course,English H195A,1,S/Z,['Roland Barthes'],male,16
Fall 2014,Honors Course,English H195A,1,The Craft of Research,"['Wayne C. Booth', 'Gregory G. Colomb', 'Joseph M. Williams']",Multiple Authors,16
Fall 2014,Honors Course,English H195A,1,The Poems of Emily Dickinson: Reading Edition,"['Emily Dickinson', 'Ralph William Franklin']",Multiple Authors,16
Fall 2014,Honors Course,English H195A,1,Literary Theory: An Introduction (Third Edition),['Stephen Bonnycastle'],male,16
Fall 2014,Honors Course,English H195A,1,The Structure of Complex Words,['William Empson'],male,16
Fall 2014,Honors Course,English H195A,1,"The History of Sexuality, Vol. 1: An Introduction",['Michel Foucault'],male,16
Fall 2014,Honors Course,English H195A,1,The Freud Reader,"['Sigmund Freud', 'Peter Gay']",Multiple Authors,16
Fall 2014,Honors Course,English H195A,1,Benito Cereno,['Herman Melville'],male,16
Fall 2014,Honors Course,English H195A,1,The Marx-Engels Reader (Second Edition),"['Karl Marx', 'Friedrich Engels', 'Robert C. Tucker']",Multiple Authors,16
Fall 2014,Honors Course,English H195A,1,The Content of the Form,['Hayden White'],male,16
Fall 2014,Honors Course,English H195A,2,The Craft of Research,"['Wayne C. Booth', 'Gregory G. Colomb', 'Joseph M. Williams']",Multiple Authors,18
Fall 2014,Honors Course,English H195A,2,How to Read a Poem,['Edward Hirsch'],male,18
Fall 2014,Honors Course,English H195A,2,Falling Into Theory: Conflicting Views on Reading Literature,['David H. Richter'],male,18
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,The Arcades Project,"['Walter Benjamin', 'Rolf Tiedemann']",Multiple Authors,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,I Remember,"['Valerie Thomas', 'Stacy Kramer']",Multiple Authors,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,Newcomer Can't Swim,['Renee Gladman'],female,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,Spaces of Hope,['David Harvey'],male,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,Terra Firmament,['Evan Kennedy'],unknown,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,Critique of Everyday Life: Foundations for a Sociology for the Everyday,['Henri Lefebvre'],male,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,Critique of Everyday Life: From Modernity to Modernism,['Henri Lefebvre'],male,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,Critique of Everyday Life: Introduction,['Henri Lefebvre'],male,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,Midwinter Day,['Bernadette Mayer'],female,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,Revelator,['Peter Murphy'],male,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,This Connection of Everyone With Lungs,['Juliana Spahr'],female,7
Fall 2014,Graduate Readings:  Allegories of Late Capitalism and the Writing of Everyday Life,English 203,2,This Can't Be Life,['Dana Ward'],male,7
Fall 2014,Graduate Readings:  The Novel in Theory,English 203,3,S/Z,['Roland Barthes'],male,9
Fall 2014,Graduate Readings:  The Novel in Theory,English 203,3,Elizabeth Costello,['J. M. Coetzee'],male,9
Fall 2014,Graduate Readings:  The Novel in Theory,English 203,3,Literary Theory: An Introduction,['Terry Eagleton'],male,9
Fall 2014,Graduate Readings:  The Novel in Theory,English 203,3,Narrative Discourse,['Grard Genette'],male,9
Fall 2014,Graduate Readings:  The Novel in Theory,English 203,3,The Novel: An Anthology of Criticism and Theory,['Dorothy J. Hale'],female,9
Fall 2014,Graduate Readings:  The Novel in Theory,English 203,3,Their Eyes Were Watching God,['Zora Neale Hurston'],female,9
Fall 2014,Graduate Readings:  The Novel in Theory,English 203,3,What Maisie Knew,['Henry James'],male,9
Fall 2014,Graduate Readings:  The Novel in Theory,English 203,3,The Theory of the Novel,"['Georg Lukcs', 'Gy_rgy Lukcs']",Multiple Authors,9
Fall 2014,Graduate Readings:  The Novel in Theory,English 203,3,Transparent Minds,['Dorrit Cohn'],female,9
Fall 2014,Graduate Readings:  The Novel in Theory,English 203,3,Structuralist Poetics,['Jonathan D. Culler'],male,9
Fall 2014,Shakespeare,English 217,1,Titus Andronicus and Timon of Athens,['William Shakespeare'],male,12
Fall 2014,Shakespeare,English 217,1,Antony and Cleopatra,['William Shakespeare'],male,12
Fall 2014,Shakespeare,English 217,1,Coriolanus,"['William Shakespeare', 'J. Talfourd Blair', 'Henry Frowde']",Multiple Authors,12
Fall 2014,Shakespeare,English 217,1,Four Great Tragedies,"['William Shakespeare', 'Sylvan Barnet']",Multiple Authors,12
Fall 2014,Shakespeare,English 217,1,"Henry IV, Part 1",['William Shakespeare'],male,12
Fall 2014,Shakespeare,English 217,1,"Henry VI, Parts 1, 2, and 3",['William Shakespeare'],male,12
Fall 2014,Shakespeare,English 217,1,Julius Caeser,['William Shakespeare'],male,12
Fall 2014,Shakespeare,English 217,1,Measure for Measure,['William Shakespeare'],male,12
Fall 2014,Shakespeare,English 217,1,The Merchant of Venice,"['William Shakespeare', 'T. Maskell Hardy']",Multiple Authors,12
Fall 2014,Shakespeare,English 217,1,The Tempest,['William Shakespeare'],male,12
Fall 2014,Renaissance,English 246C,1,English Renaissance Drama,['Peter Womack'],male,5
Fall 2014,Renaissance,English 246C,1,Book of the Courtier,['conte Baldassarre Castiglione'],male,5
Fall 2014,Renaissance,English 246C,1,The Prince,['Niccol_ Machiavelli'],male,5
Fall 2014,Renaissance,English 246C,1,Utopia,"['Sir Thomas More (Saint)', 'George M. Logan', 'Robert M. Adams']",Multiple Authors,5
Fall 2014,Renaissance,English 246C,1,1 Henry IV,"['William Shakespeare', 'David Scott Kastan']",Multiple Authors,5
Fall 2014,Renaissance,English 246C,1,Hamlet,['William Shakespeare'],male,5
Fall 2014,Renaissance,English 246C,1,The Merchant of Venice,"['William Shakespeare', 'T. Maskell Hardy']",Multiple Authors,5
Fall 2014,Renaissance,English 246C,1,Arcadia,['Lauren Groff'],female,5
Fall 2014,Renaissance,English 246C,1,Defense of Poetry,['Paul H. Fry'],male,5
Fall 2014,Renaissance,English 246C,1,"Edmund Spenser's Poetry, 4th ed.","['Edmund Spenser', 'Anne Lake Prescott']",Multiple Authors,5
Fall 2014,Literature in English 1900-1945:  The Modernist Novel,English 246K,1,The Unnameable,['Samuel Beckett'],male,7
Fall 2014,Literature in English 1900-1945:  The Modernist Novel,English 246K,1,Lord Jim,['John Batchelor'],male,7
Fall 2014,Literature in English 1900-1945:  The Modernist Novel,English 246K,1,The Good Soldier,['Ford Madox Ford'],male,7
Fall 2014,Literature in English 1900-1945:  The Modernist Novel,English 246K,1,Howards End,['Edward Morgan Forster'],male,7
Fall 2014,Literature in English 1900-1945:  The Modernist Novel,English 246K,1,The Turn of the Screw,['Henry James'],male,7
Fall 2014,Literature in English 1900-1945:  The Modernist Novel,English 246K,1,Ulysses,['James Joyce'],male,7
Fall 2014,Literature in English 1900-1945:  The Modernist Novel,English 246K,1,Wide Sargasso Sea,['Jean Rhys'],female,7
Fall 2014,Literature in English 1900-1945:  The Modernist Novel,English 246K,1,Selected Writings of Gertrude Stein,['Gertrude Stein'],male,7
Fall 2014,Literature in English 1900-1945:  The Modernist Novel,English 246K,1,Mrs. Dalloway,['Virginia Woolf'],male,7
Fall 2014,Research Seminars:  Comintern Modernisms,English 250,1,"Moscow, The Fourth Rome",['Katerina Clark'],female,7
Fall 2014,Research Seminars:  Comintern Modernisms,English 250,1,Man's Fate,['Andr Malraux'],male,7
Fall 2014,Research Seminars:  Comintern Modernisms,English 250,1,Soul: And Other Stories,"['Andre_ Platonovich Platonov', 'Robert Chandler']",Multiple Authors,7
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,Culture and Anarchy,['Matthew Arnold'],male,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,Emma,['Jane Austen'],female,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,Writing Degree Zero,"['Roland Barthes', 'Susan Sontag', 'Annette Lavers', 'Colin Smith']",Multiple Authors,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,The French Revolution,['David Andress'],male,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,Alice's Adventures in Wonderland,['Lewis Carroll'],male,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,The Adventures of Sherlock Holmes,['Sir Arthur Conan Doyle'],male,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,Romola,['George Eliot'],female,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,Autobiography,['Bertrand Russell'],male,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,Apologia Pro Vita Sua,"['Blessed John Henry Newman', 'Aeterna Press']",Multiple Authors,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,Studies in the History of the Renaissance,['Walter Pater'],male,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,The Stones of Venice,['John Ruskin'],male,11
Fall 2014,Research Seminars:  Victorian Prose Style,English 250,2,The Picture of Dorian Gray,['Oscar Wilde'],male,11
Fall 2014,Research Seminars:  Poetry and the Fate of the Senses,English 250,3,Fate of the Senses,['Susan Stewart'],female,5
Fall 2014,Field Studies in Tutoring Writing,English 310,1,The Practical Tutor,"['Emily Meyer', 'Louise Z. Smith']",Multiple Authors,3
Fall 2014,Field Studies in Tutoring Writing,English 310,1,The Practical Tutor,"['Emily Meyer', 'Louise Z. Smith']",Multiple Authors,3
Spring 2015,"Reading and Composition:  Space, Time, and Narrative in Post-1945 Literature",English R1A,1,The White Tiger,['Aravind Adiga'],male,17
Spring 2015,"Reading and Composition:  Space, Time, and Narrative in Post-1945 Literature",English R1A,1,Time's Arrow,['Martin Amis'],male,17
Spring 2015,"Reading and Composition:  Space, Time, and Narrative in Post-1945 Literature",English R1A,1,If on a Winter's Night a Traveler,['Italo Calvino'],male,17
Spring 2015,"Reading and Composition:  Space, Time, and Narrative in Post-1945 Literature",English R1A,1,Babel-17/Empire Star,['Samuel R. Delany'],male,17
Spring 2015,"Reading and Composition:  Space, Time, and Narrative in Post-1945 Literature",English R1A,1,"Rules for Writers, 7th Edition","['Diana Hacker', 'Nancy Sommers']",Multiple Authors,17
Spring 2015,"Reading and Composition:  Space, Time, and Narrative in Post-1945 Literature",English R1A,1,The People of Paper,['Salvador Plascencia'],male,17
Spring 2015,Reading and Composition:  Innocence,English R1A,2,Songs of Innocence and Experience,['William Blake'],male,14
Spring 2015,Reading and Composition:  Innocence,English R1A,2,Disgrace,['J. M. Coetzee'],male,14
Spring 2015,Reading and Composition:  Innocence,English R1A,2,Never Let Me Go,['Kazuo Ishiguro'],male,14
Spring 2015,Reading and Composition:  Innocence,English R1A,2,The Wind Rises (2013 film),['Hayao Miyazaki'],male,14
Spring 2015,Reading and Composition:  Innocence,English R1A,2,Lolita,['Vladimir Nabokov'],male,14
Spring 2015,Reading and Composition:  Innocence,English R1A,2,The Sparrow,['Mary Doria Russell'],female,14
Spring 2015,Reading and Composition:  Innocence,English R1A,2,Othello,"['William Shakespeare', 'Gayle Holste']",Multiple Authors,14
Spring 2015,Reading and Composition:  Innocence,English R1A,2,Pan's Labyrinth (2004 film),['F. Pheasant-Kelly'],female,14
Spring 2015,"Reading and Composition:  ""A Reader Is a  Beginner""",English R1A,3,"Endgame, Murphy","['Henry McDonald', 'Jim Cusack']",Multiple Authors,18
Spring 2015,"Reading and Composition:  ""A Reader Is a  Beginner""",English R1A,3,A Beautiful Marsupial Afternoon,['CAConrad'],unknown,18
Spring 2015,"Reading and Composition:  ""A Reader Is a  Beginner""",English R1A,3,The Crystal Text,['Clark Coolidge'],male,18
Spring 2015,"Reading and Composition:  ""A Reader Is a  Beginner""",English R1A,3,The  Cave,['Jos Saramago'],female,18
Spring 2015,"Reading and Composition:  ""A Reader Is a  Beginner""",English R1A,3,"Seven walks from the office for soft architecture, The Weather",['Lisa Robertson'],female,18
Spring 2015,Reading and Composition:  Arthurian Legend,English R1A,4,King Arthur's Death: The Middle English Stanzaic Morte Arthur and Alliterative Morte Arthure,"['Larry Dean Benson', 'Edward E. Foster']",Multiple Authors,17
Spring 2015,Reading and Composition:  Arthurian Legend,English R1A,4,The Gawain Poet: Complete Works,['Marie Borroff'],female,17
Spring 2015,Reading and Composition:  Arthurian Legend,English R1A,4,Arthurian Romances,['Chretien de Troyes'],male,17
Spring 2015,Reading and Composition:  Arthurian Legend,English R1A,4,Le Morte D'Arthur Vol. 1,['Sir Thomas Malory'],male,17
Spring 2015,Reading and Composition:  Arthurian Legend,English R1A,4,Le Morte D'Arthur Vol. 2,['Sir Thomas Malory'],male,17
Spring 2015,Reading and Composition:  Arthurian Legend,English R1A,4,The Once and Future King,['T. H. White'],male,17
Spring 2015,Reading and Composition:  Magical Engines,English R1A,5,The Handmaid's Tale,['Margaret Atwood'],female,17
Spring 2015,Reading and Composition:  Magical Engines,English R1A,5,Medea,['Euripides'],male,17
Spring 2015,Reading and Composition:  Magical Engines,English R1A,5,Ender's Game,['Orson Scott Card'],male,17
Spring 2015,Reading and Composition:  Magical Engines,English R1A,5,Coriolanus,"['William Shakespeare', 'J. Talfourd Blair', 'Henry Frowde']",Multiple Authors,17
Spring 2015,Reading and Composition:  Magical Engines,English R1A,5,The Time Machine,['Herbert George Wells'],male,17
Spring 2015,Reading and Composition:  Magical Engines,English R1A,5,The Picture of Dorian Gray,['Oscar Wilde'],male,17
Spring 2015,Reading and Composition:  note new topic:  US Popular Song & the Problem of Authenticity,English R1A,6,Segregating Sounds,['Karl Hagstrom Miller'],male,19
Spring 2015,Reading and Composition:  note new topic:  US Popular Song & the Problem of Authenticity,English R1A,6,Selling Sounds,['David Suisman'],male,19
Spring 2015,"Reading and Composition:  Rebellion, Revolution, Revision",English R1A,7,Letters From an American Farmer,"['J. Hector St. John de Crvecoeur', 'William Peterfield Trent', 'Ludwig Lewisohn']",Multiple Authors,17
Spring 2015,"Reading and Composition:  Rebellion, Revolution, Revision",English R1A,7,Great Short Works of Herman Melville,['Herman Melville'],male,17
Spring 2015,"Reading and Composition:  Rebellion, Revolution, Revision",English R1A,7,Israel Potter,['Herman Melville'],male,17
Spring 2015,"Reading and Composition:  Rebellion, Revolution, Revision",English R1A,7,The Thomas Paine Reader,['Thomas Paine'],male,17
Spring 2015,"Reading and Composition:  Rebellion, Revolution, Revision",English R1A,7,"Narrative of Arthur Gordon Pym, of Nantucket, and Related Tales",['Edgar Allan Poe'],male,17
Spring 2015,"Reading and Composition:  Rebellion, Revolution, Revision",English R1A,7,Secret History,['Donna Tartt'],female,17
Spring 2015,"Reading and Composition:  Rebellion, Revolution, Revision",English R1A,7,The Confessions of Nat Turner and Related Documents,['Kenneth S. Greenberg'],male,17
Spring 2015,"Reading and Composition:  Modern African American Poetry, 1940-1960",English R1A,8,Collected Poems,"[""Frank O'Hara""]",male,10
Spring 2015,Reading and Composition:  The Renaissance Sonnet and Epigram,English R1B,1,"""They Say / I Say"": The Moves That Matter in Academic Writing","['Gerald Graff', 'Cathy Birkenstein']",Multiple Authors,16
Spring 2015,Reading and Composition:  The Renaissance Sonnet and Epigram,English R1B,1,"Seventeenth-Century British Poetry, 1603-1660","['John Peter Rumrich', 'Gregory Chaplin']",Multiple Authors,16
Spring 2015,Reading and Composition:  The Renaissance Sonnet and Epigram,English R1B,1,The Oxford Shakespeare: The Complete Sonnets and Poems,"['William Shakespeare', 'Colin Burrow']",Multiple Authors,16
Spring 2015,Reading and Composition:  Unprotected Texts: Tales Told and Retold,English R1B,2,Emma,['Jane Austen'],female,17
Spring 2015,Reading and Composition:  Unprotected Texts: Tales Told and Retold,English R1B,2,Howards End,['Edward Morgan Forster'],male,17
Spring 2015,Reading and Composition:  Unprotected Texts: Tales Told and Retold,English R1B,2,Twelfth Night,['William Shakespeare'],male,17
Spring 2015,Reading and Composition:  Unprotected Texts: Tales Told and Retold,English R1B,2,On Beauty,['Zadie Smith'],male,17
Spring 2015,"Reading and Composition:  Drama's Function in Literature, Philosophy, and the Visual Arts",English R1B,3,Threepenny Opera,['Stephen Hinton'],male,17
Spring 2015,"Reading and Composition:  Drama's Function in Literature, Philosophy, and the Visual Arts",English R1B,3,Between the Acts,['Virginia Woolf'],male,17
Spring 2015,Reading and Composition:  Lost Literature: Recovering and (Re)discovering Hidden Texts of the Nineteenth Century,English R1B,4,A Long Fatal Love Chase,['Louisa May Alcott'],female,16
Spring 2015,Reading and Composition:  Lost Literature: Recovering and (Re)discovering Hidden Texts of the Nineteenth Century,English R1B,4,Nineteenth-Century American Women Poets: An Anthology,['Cheryl Walker'],female,16
Spring 2015,Reading and Composition:  Lost Literature: Recovering and (Re)discovering Hidden Texts of the Nineteenth Century,English R1B,4,Incidents in the Life of a Slave Girl,['Harriet Ann Jacobs'],female,16
Spring 2015,Reading and Composition:  Composite-Composition,English R1B,5,House of Leaves,['Mark Z. Danielewski'],male,15
Spring 2015,Reading and Composition:  Composite-Composition,English R1B,5,S.,"['J. J. Abrams', 'Doug Dorst']",Multiple Authors,15
Spring 2015,Reading and Composition:  Composite-Composition,English R1B,5,My Emily Dickinson,['Susan Howe'],female,15
Spring 2015,Reading and Composition:  Composite-Composition,English R1B,5,In Parenthesis,['David Jones'],male,15
Spring 2015,Reading and Composition:  The Art of Conscience,English R1B,6,Moll Flanders,['Daniel Defoe'],male,17
Spring 2015,Reading and Composition:  The Art of Conscience,English R1B,6,Hard Times,Could not find author,,17
Spring 2015,Reading and Composition:  The Art of Conscience,English R1B,6,Hamlet,['William Shakespeare'],male,17
Spring 2015,Reading and Composition:  Research Methods,English R1B,7,Attacking Faulty Reasoning,['T. Damer'],male,15
Spring 2015,Reading and Composition:  Research Methods,English R1B,7,Formal Logic,['Peter Smith'],male,15
Spring 2015,Reading and Composition:  Research Methods,English R1B,7,Shakespeare's Use of the Arts of Language,['Sister Miriam Joseph'],female,15
Spring 2015,Reading and Composition:  Research Methods,English R1B,7,Naked Statistics,['Charles Wheelan'],male,15
Spring 2015,Reading and Composition:  Research Methods,English R1B,7,Therese Raquin,"['mile Zola', 'Nona Shepphard']",Multiple Authors,15
Spring 2015,Reading and Composition:  Other Worlds,English R1B,8,Inferno,['Dan Brown'],male,19
Spring 2015,Reading and Composition:  Other Worlds,English R1B,8,Dream Visions and Other Poems,"['Geoffrey Chaucer', 'Kathryn L. Lynch']",Multiple Authors,19
Spring 2015,Reading and Composition:  Other Worlds,English R1B,8,The Tempest,['William Shakespeare'],male,19
Spring 2015,Reading and Composition:  Victorian Literature of Evolution,English R1B,9,On the Origin of Species,['Charles Darwin'],male,18
Spring 2015,Reading and Composition:  Victorian Literature of Evolution,English R1B,9,Father and Son,['EDMUND GOSSE'],male,18
Spring 2015,Reading and Composition:  Victorian Literature of Evolution,English R1B,9,Water-Babies,['Charles Kingsley'],male,18
Spring 2015,Reading and Composition:  Victorian Literature of Evolution,English R1B,9,Literature and Science in the Nineteenth Century,['Laura Otis'],female,18
Spring 2015,Reading and Composition:  Victorian Literature of Evolution,English R1B,9,In Memoriam,['Alfred Tennyson Baron Tennyson'],male,18
Spring 2015,Reading and Composition:  Regions: Revising the Lay of the Land,English R1B,10,Borderlands/La Frontera (1987),['Gloria Anzald_a'],female,15
Spring 2015,Reading and Composition:  Regions: Revising the Lay of the Land,English R1B,10,Lake Superior (1969),['Gerald L. Bell'],male,15
Spring 2015,Reading and Composition:  Regions: Revising the Lay of the Land,English R1B,10,Housekeeping (1980),['Marilynne Robinson'],male,15
Spring 2015,Reading and Composition:  Regions: Revising the Lay of the Land,English R1B,10,The Rings of Saturn (1995),['W. G. Sebald'],male,15
Spring 2015,Reading and Composition:  Regions: Revising the Lay of the Land,English R1B,10,Cane (1923),['Jean Toomer'],male,15
Spring 2015,Reading and Composition:  School Stories,English R1B,11,Jane Eyre,['Charlotte Bront'],unknown,17
Spring 2015,Reading and Composition:  School Stories,English R1B,11,David Copperfield,['Charles Dickens'],male,17
Spring 2015,Reading and Composition:  School Stories,English R1B,11,Practical Education,['Edward Everett'],male,17
Spring 2015,Reading and Composition:  School Stories,English R1B,11,Tom Brown's Schooldays,"['Thomas Hughes', 'Dr. A. Riedl']",Multiple Authors,17
Spring 2015,Reading and Composition:  School Stories,English R1B,11,Idea of a University,['John Henry Newman'],male,17
Spring 2015,Reading and Composition:  The Rom Com: Shakespeare & Hollywood,English R1B,12,A Midsummer Nights Dream,['William Shakespeare'],male,17
Spring 2015,Reading and Composition:  The Rom Com: Shakespeare & Hollywood,English R1B,12,As You Like It,['William Shakespeare'],male,17
Spring 2015,Reading and Composition:  The Rom Com: Shakespeare & Hollywood,English R1B,12,The Merchant of Venice,"['William Shakespeare', 'T. Maskell Hardy']",Multiple Authors,17
Spring 2015,Reading and Composition:  The Rom Com: Shakespeare & Hollywood,English R1B,12,Twelfth Night,['William Shakespeare'],male,17
Spring 2015,Freshman Seminar:  Reading Madame Bovary,English 24,2,Madame Bovary,Could not find author,,9
Spring 2015,Freshman Seminar:  California Detectives in Fiction and Film,English 24,4,Black Widow's Wardrobe,['Lucha Corpi'],female,13
Spring 2015,Freshman Seminar:  California Detectives in Fiction and Film,English 24,4,The Maltese Falcon,['William Luhr'],male,13
Spring 2015,Freshman Seminar:  California Detectives in Fiction and Film,English 24,4,The Zebra-Striped Hearse,['Ross Macdonald'],male,13
Spring 2015,Freshman Seminar:  Campus Onomastics,English 24,5,A Campus Guide. An Architectural Tour and Photographs by Harvey Helfand,['Harvey Helfland'],Could not find author,10
Spring 2015,Freshman Seminar:  Campus Onomastics,English 24,5,A Brief History of the University of California,['Patricia A. Pelfrey'],female,10
Spring 2015,Introduction to the Study of Poetry,English 26,1,Lyrical Ballads,"['William Wordsworth', 'Samuel Taylor Coleridge']",Multiple Authors,23
Spring 2015,Introduction to the Study of Poetry,English 26,1,"Norton Anthology of Modern and Contemporary Poetry, Volume 1",Could not find author,,23
Spring 2015,Introduction to the Study of Fiction,English 27,1,Emma,['Jane Austen'],female,19
Spring 2015,Introduction to the Study of Fiction,English 27,1,Jane Eyre,['Charlotte Bront'],unknown,19
