Semester,Class,Class Number,Section Number,Title,Author(s),Gender,Number Students
Spring 2015,Introduction to the Study of Fiction,English 27,1,Frankenstein,['Mary Wollstonecraft Shelley'],female,19
Spring 2015,Introduction to the Study of Fiction,English 27,1,Mrs. Dalloway,['Virginia Woolf'],male,19
Spring 2015,Introduction to the Study of Fiction,English 27,2,Emma,['Jane Austen'],female,23
Spring 2015,Introduction to the Study of Fiction,English 27,2,Wuthering Heights,['Emily Bront'],unknown,23
Spring 2015,Introduction to the Study of Fiction,English 27,2,Heart of Darkness,['Joseph Conrad'],male,23
Spring 2015,Introduction to the Study of Fiction,English 27,2,The Great Gatsby,['F. Scott Fitzgerald'],male,23
Spring 2015,Introduction to the Study of Fiction,English 27,2,The Bluest Eye,['Toni Morrison'],female,23
Spring 2015,Introduction to the Study of Fiction,English 27,2,The Crying of Lot 49,['Thomas Pynchon'],male,23
Spring 2015,Introduction to the Study of Fiction,English 27,2,Trainspotting,['Irvine Welsh'],male,23
Spring 2015,Introduction to the Study of Fiction,English 27,2,To the Lighthouse,['Virginia Woolf'],male,23
Spring 2015,Introduction to the Writing of Verse,English 43B,1,"Poetic Designs: An Introduction to Meters, Verse Forms, and Figures of Speech",['Stephen Adams'],male,10
Spring 2015,Introduction to the Writing of Verse,English 43B,1,My Enemies,['Gracia Burnham'],female,10
Spring 2015,Introduction to the Writing of Verse,English 43B,1,My Life,['Janet Tashjian'],female,10
Spring 2015,Introduction to the Writing of Verse,English 43B,1,The Descent of Alette,['Alice Notley'],male,10
Spring 2015,Introduction to the Writing of Verse,English 43B,1,Zong!,['M. NourbeSe Philip'],female,10
Spring 2015,Literature in English:  Through Milton,English 45A,1,"The Norton Anthology of English Literature, Vol. 1","['Stephen Greenblatt', 'Meyer Howard Abrams']",Multiple Authors,38
Spring 2015,Literature in English:  Through Milton,English 45A,1,Hamlet,['William Shakespeare'],male,38
Spring 2015,Literature in English:  Through Milton,English 45A,2,The Poetry of John Donne,"['John Donne', 'Gary A. Stringer', 'Paul A. Parrish']",Multiple Authors,55
Spring 2015,Literature in English:  Through Milton,English 45A,2,Beowulf:  A Prose Translation,"['Ethelbert Talbot Donaldson', 'Nicholas Howe']",Multiple Authors,55
Spring 2015,Literature in English:  Through Milton,English 45A,2,Chaucer:  The Canterbury Tales,"['Geoffrey Chaucer', 'Thomas Tyrwhitt']",Multiple Authors,55
Spring 2015,Literature in English:  Through Milton,English 45A,2,Dr. Faustus,['Christopher Marlowe'],male,55
Spring 2015,Literature in English:  Through Milton,English 45A,2,Paradise Lost,['John Milton'],male,55
Spring 2015,Literature in English:  Through Milton,English 45A,2,Beowulf:  An Illustrated Edition,['Seamus Heaney'],male,55
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,1,Persuasion,['Jane Austen'],female,85
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,1,Robinson Crusoe,['Daniel Defoe'],male,85
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,1,The Interesting Narrative,['Olaudah Equiano'],male,85
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,1,Autobiography,['Bertrand Russell'],male,85
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,1,Billly Budd and Other Tales,['Herman Melville'],male,85
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,1,A Sentimental Journey,"['Laurence Sterne', 'Jane Austen']",Multiple Authors,85
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,2,Persuasion,['Jane Austen'],female,62
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,2,Robinson Crusoe,['Daniel Defoe'],male,62
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,2,The Interesting Narrative of the Life,['Olaudah Equiano'],male,62
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,2,The Autobiography,['Benjamin Franklin'],male,62
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,2,Benito Cereno,['Herman Melville'],male,62
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,2,Essay on Man and Other Poems,['Alexander Pope'],male,62
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,2,Frankenstein,['Mary Wollstonecraft Shelley'],female,62
Spring 2015,Literature in English:  Late-17th Through Mid-19th Centuries,English 45B,2,Selected Poems,['e. e. cummings'],male,62
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,1,Selected Poems,['e. e. cummings'],male,99
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,1,The Sound and the Fury,['William Faulkner'],male,99
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,1,Their Eyes Were Watching God,['Zora Neale Hurston'],female,99
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,1,Dubliners,['Mary Power'],unknown,99
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,1,Mrs. Dalloway,['Virginia Woolf'],male,99
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,2,Things Fall Apart,['Chinua Achebe'],male,33
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,2,Heart of Darkness,['Joseph Conrad'],male,33
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,2,The Sound and the Fury,['William Faulkner'],male,33
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,2,The Reluctant Fundamentalist,['Mohsin Hamid'],male,33
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,2,Passing,['Nella Larsen'],female,33
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,2,The Crying of Lot 49,['Thomas Pynchon'],male,33
Spring 2015,Literature in English:  Mid-19th Through the 20th Century,English 45C,2,Mrs. Dalloway,['Virginia Woolf'],male,33
Spring 2015,Children's Literature,English 80K,1,Peter and Wendy,['James Matthew Barrie'],male,115
Spring 2015,Children's Literature,English 80K,1,Sandman: The Doll's House,"['Neil Gaiman', 'Various']",Multiple Authors,115
Spring 2015,Children's Literature,English 80K,1,The Water Babies,['Charles Kingsley'],male,115
Spring 2015,Children's Literature,English 80K,1,Kim,"['Kim Kardashian', 'Kim Kardashian West']",Multiple Authors,115
Spring 2015,Children's Literature,English 80K,1,All-Star Superman,['Grant Morrison'],male,115
Spring 2015,Children's Literature,English 80K,1,Lolita,['Vladimir Nabokov'],male,115
Spring 2015,Children's Literature,English 80K,1,Five Children and It,['E. (Edith) Nesbit'],female,115
Spring 2015,Children's Literature,English 80K,1,Green Eggs and Ham,['Seuss'],male,115
Spring 2015,Children's Literature,English 80K,1,Eloise: A Book for Precocious Grown-Ups,['Kay Thompson'],female,115
Spring 2015,Children's Literature,English 80K,1,The Piggle: An Account of the Psychoanalytic Treatment of a Little Girl,['Donald Woods Winnicott'],male,115
Spring 2015,Sophomore Seminar:  Woody Allen,English 84,1,The Insanity Defense,['Abraham S. Goldstein'],male,21
Spring 2015,Shakespeare,English 117S,1,Comedy of Errors,['William Shakespeare'],male,104
Spring 2015,Shakespeare,English 117S,1,Norton Shakespeare: Essential Plays,"['William Shakespeare', 'Stephen Greenblatt', 'Walter Cohen', 'Jean Howard', 'Katharine Eisaman Maus', 'Andrew Gurr']",Multiple Authors,104
Spring 2015,Milton,English 118,1,The Complete Poetry and Essential Prose of John Milton,['John Milton'],male,60
Spring 2015,The Romantic Period,English 121,1,Persuasion,['Jane Austen'],female,29
Spring 2015,The Romantic Period,English 121,1,Blake's Poetry and Designs,['William Blake'],male,29
Spring 2015,The Romantic Period,English 121,1,Major Works,"['Francis Bacon', 'Brian Vickers']",Multiple Authors,29
Spring 2015,The Romantic Period,English 121,1,Major Works,"['Francis Bacon', 'Brian Vickers']",Multiple Authors,29
Spring 2015,The Romantic Period,English 121,1,Caleb Williams,['William Godwin'],male,29
Spring 2015,The Romantic Period,English 121,1,Major Works,"['Francis Bacon', 'Brian Vickers']",Multiple Authors,29
Spring 2015,The Romantic Period,English 121,1,Frankenstein,['Mary Wollstonecraft Shelley'],female,29
Spring 2015,The Romantic Period,English 121,1,Major Works,"['Francis Bacon', 'Brian Vickers']",Multiple Authors,29
Spring 2015,The Romantic Period,English 121,1,Major Works,"['Francis Bacon', 'Brian Vickers']",Multiple Authors,29
Spring 2015,The Victorian Period,English 122,1,Aurora Leigh,['Elizabeth Barrett Browning'],female,29
Spring 2015,The Victorian Period,English 122,1,Great Expectations,['Charles Dickens'],male,29
Spring 2015,The Victorian Period,English 122,1,She,['Laverne Hall'],unknown,29
Spring 2015,The Victorian Period,English 122,1,In Memoriam A. H. H.,['Alfred Tennyson Baron Tennyson'],male,29
Spring 2015,The Victorian Period,English 122,1,The History of Mary Prince,['Mary Prince'],female,29
Spring 2015,The Victorian Period,English 122,1,The Warden,['Anthony Trollope'],male,29
Spring 2015,The English Novel (Defoe through Scott),English 125A,2,Persuasion,['Jane Austen'],female,28
Spring 2015,The English Novel (Defoe through Scott),English 125A,2,Vathek,['William Beckford'],male,28
Spring 2015,The English Novel (Defoe through Scott),English 125A,2,Oroonoko,['Aphra Behn'],female,28
Spring 2015,The English Novel (Defoe through Scott),English 125A,2,Evelina,['Fanny Burney'],female,28
Spring 2015,The English Novel (Defoe through Scott),English 125A,2,Robinson Crusoe,['Daniel Defoe'],male,28
Spring 2015,The English Novel (Defoe through Scott),English 125A,2,Caleb Williams,['William Godwin'],male,28
Spring 2015,The English Novel (Defoe through Scott),English 125A,2,Pamela,"['Samuel Richardson', 'Edward Francesco Burney']",Multiple Authors,28
Spring 2015,The English Novel (Defoe through Scott),English 125A,2,Bride of Lammermoor,['Walter Scott'],male,28
Spring 2015,The English Novel (Defoe through Scott),English 125A,2,Humphry Clinker,['Tobias Smollett'],male,28
Spring 2015,The Contemporary Novel:  The Latest Pulitzer Prize-Winning Fiction,English 125E,1,The Brief Wondrous Life of Oscar Wao,['Junot Daz'],Could not find author,119
Spring 2015,The Contemporary Novel:  The Latest Pulitzer Prize-Winning Fiction,English 125E,1,A Visit from the Goon Squad,['Jennifer Egan'],female,119
Spring 2015,The Contemporary Novel:  The Latest Pulitzer Prize-Winning Fiction,English 125E,1,Tinkers,['Paul Harding'],male,119
Spring 2015,The Contemporary Novel:  The Latest Pulitzer Prize-Winning Fiction,English 125E,1,The Orphan Master's Son,['Adam Johnson'],male,119
Spring 2015,The Contemporary Novel:  The Latest Pulitzer Prize-Winning Fiction,English 125E,1,The Road,['Cormac McCarthy'],male,119
Spring 2015,The Contemporary Novel:  The Latest Pulitzer Prize-Winning Fiction,English 125E,1,Olive Kittredge,['Elizabeth Strout'],unknown,119
Spring 2015,The Contemporary Novel:  The Latest Pulitzer Prize-Winning Fiction,English 125E,1,The Goldfinch,['Donna Tartt'],female,119
Spring 2015,American Literature:  1900-1945,English 130D,1,Invisible Man,['Ralph Ellison'],male,30
Spring 2015,American Literature:  1900-1945,English 130D,1,The Great Gatsby,['F. Scott Fitzgerald'],male,30
Spring 2015,American Literature:  1900-1945,English 130D,1,Their Eyes Were Watching God,['Zora Neale Hurston'],female,30
Spring 2015,American Literature:  1900-1945,English 130D,1,The Portrait of a Lady,['Henry James'],male,30
Spring 2015,American Poetry,English 131,1,Mean Free Path,['Ben Lerner'],male,62
Spring 2015,American Poetry,English 131,1,Don't Let Me Be Lonely,['Claudia Rankine'],female,62
Spring 2015,Topics in African American Literature and Culture:  Black Internationalism,English 133T,1,Another Country,['James Baldwin'],male,21
Spring 2015,Topics in African American Literature and Culture:  Black Internationalism,English 133T,1,A Short Walk,['Dirk Bogarde'],male,21
Spring 2015,Topics in African American Literature and Culture:  Black Internationalism,English 133T,1,Dark Princess,Could not find author,,21
Spring 2015,Topics in African American Literature and Culture:  Black Internationalism,English 133T,1,I Wonder as I Wander,['Langston Hughes'],male,21
Spring 2015,Topics in African American Literature and Culture:  Black Internationalism,English 133T,1,Zami,['Audre Lorde'],female,21
Spring 2015,Topics in African American Literature and Culture:  Black Internationalism,English 133T,1,Banjo,['Wayne Erbsen'],unknown,21
Spring 2015,Topics in African American Literature and Culture:  Black Internationalism,English 133T,1,Flight to Canada,['Ishmael Reed'],male,21
Spring 2015,Topics in African American Literature and Culture:  Black Internationalism,English 133T,1,Here I Stand,['Roland H. Bainton'],male,21
Spring 2015,"Modes of Writing (Exposition, Fiction, Verse, etc.):  Writing Fiction Across Genres",English 141,2,Pride and Prejudice,['Jane Austen'],female,47
Spring 2015,"Modes of Writing (Exposition, Fiction, Verse, etc.):  Writing Fiction Across Genres",English 141,2,The Big Sleep,['Raymond Chandler'],male,47
Spring 2015,"Modes of Writing (Exposition, Fiction, Verse, etc.):  Writing Fiction Across Genres",English 141,2,In The Woods,['Tana French'],female,47
Spring 2015,"Modes of Writing (Exposition, Fiction, Verse, etc.):  Writing Fiction Across Genres",English 141,2,The City and The City,['China Miville'],male,47
Spring 2015,Short Fiction,English 143A,2,"Best American Short Stories, 2013",['Elizabeth Strout'],unknown,15
Spring 2015,Special Topics:  Fathers and Sons,English 165,2,My Father and Myself,['J. R. Ackerley'],male,16
Spring 2015,Special Topics:  Fathers and Sons,English 165,2,Experience,"['B. Joseph Pine', 'James H. Gilmore']",Multiple Authors,16
Spring 2015,Special Topics:  Fathers and Sons,English 165,2,Losing Mum and Pup,['Christopher Buckley'],male,16
Spring 2015,Special Topics:  Fathers and Sons,English 165,2,Father and Son,['EDMUND GOSSE'],male,16
Spring 2015,Special Topics:  Fathers and Sons,English 165,2,Death of a Salesman,Could not find author,,16
Spring 2015,Special Topics:  Fathers and Sons,English 165,2,And When Did You Last See Your Father?,['Blake Morrison'],male,16
Spring 2015,Special Topics:  Fathers and Sons,English 165,2,Patrimony,['Philip Roth'],male,16
Spring 2015,Special Topics:  Fathers and Sons,English 165,2,Fathers and Sons,['Ivan Turgenev'],male,16
Spring 2015,Special Topics:  Fathers and Sons,English 165,2,Fathers and Sons,['Ivan Turgenev'],male,16
Spring 2015,Special Topics:  Fathers and Sons,English 165,2,A Boy's Life,['Robert R. McCammon'],male,16
Spring 2015,Special Topics:  Scotland and Romanticism,English 166,1,Selected Poems and Songs,['Leonard Cohen'],male,25
Spring 2015,Special Topics:  Scotland and Romanticism,English 166,1,Private Memoirs and Confessions of a Justified Sinner,Could not find author,,25
Spring 2015,Special Topics:  Scotland and Romanticism,English 166,1,Journey to the Western Islands of Scotland and Journal of a Tour to the Hebrides,['Samuel Johnson'],male,25
Spring 2015,Special Topics:  Scotland and Romanticism,English 166,1,The Book of Scotlands,['Momus'],male,25
Spring 2015,Special Topics:  Scotland and Romanticism,English 166,1,Rob Roy,['Walter Scott'],male,25
Spring 2015,Special Topics:  Scotland and Romanticism,English 166,1,Humphry Clinker,['Tobias Smollett'],male,25
