Spring 2012,African American Literature and Culture Since 1917,English 133B,1,"Wagner,Bryan",Black Boy
Spring 2012,Topics in African American Literature and Culture:  Slavery--Theory and Literature,English 133T,1,"JanMohamed,Abdul",Kindred
Spring 2012,Topics in African American Literature and Culture:  Slavery--Theory and Literature,English 133T,1,"JanMohamed,Abdul",The Known World
Spring 2012,Topics in African American Literature and Culture:  Slavery--Theory and Literature,English 133T,1,"JanMohamed,Abdul",A Mercy
Spring 2012,Topics in African American Literature and Culture:  Slavery--Theory and Literature,English 133T,1,"JanMohamed,Abdul",The Third Life of Grange Copeland
Spring 2012,Topics in African American Literature and Culture:  Slavery--Theory and Literature,English 133T,1,"JanMohamed,Abdul",The Long Dream
Spring 2012,Contemporary Literature,English 134,1,"Falci,Eric",Translations
Spring 2012,Contemporary Literature,English 134,1,"Falci,Eric",The End of the Affair
Spring 2012,Contemporary Literature,English 134,1,"Falci,Eric",Never Let Me Go
Spring 2012,Contemporary Literature,English 134,1,"Falci,Eric",Night Geometry and the Garscadden Trains
Spring 2012,Contemporary Literature,English 134,1,"Falci,Eric",The Golden Notebook
Spring 2012,Contemporary Literature,English 134,1,"Falci,Eric",Atonement
Spring 2012,Contemporary Literature,English 134,1,"Falci,Eric",White Teeth
Spring 2012,Topics in American Studies:  Boys and Girls in the Era of Mark Twain and Henry James,English C136,1,"Hutson,Richard",Little Women
